date,Close,High,Low,Open,Volume,news_count,avg_sentiment,max_sentiment,min_sentiment,high_impact_count,medium_impact_count,negative_count,daily_return,price_range,Target
2024-09-06,219.177001953125,223.56411324365837,218.13481142105056,222.2837029728863,48423000,87.0,0.1003,0.8807,-0.6705,20.0,41.0,20.0,-0.7014986527561939,5.429301822607812,219.2663116455078
2024-09-09,219.2663116455078,219.62363365317324,215.0975649862482,219.17698492990527,67180000,131.0,0.09640000000000001,0.8316,-0.8481,24.0,56.0,28.0,0.040747747978553406,4.526068666925056,218.4722900390625
2024-09-10,218.4722900390625,219.83209181891957,215.1174338078889,217.29114171411047,51591000,117.0,0.0861,0.7964,-0.8074,15.0,49.0,15.0,-0.3621265850127564,4.714658011030679,221.00331115722656
2024-09-11,221.00331115722656,221.4301044903715,216.26879790334317,219.81224273641337,44587100,89.0,0.0521,0.7096,-0.9169,10.0,46.0,19.0,1.1585089888111355,5.161306587028321,221.11248779296875
2024-09-12,221.11248779296875,221.8866830044339,218.1844402475294,220.84449248276732,37455600,101.0,0.1519,0.7717,-0.8402,17.0,54.0,16.0,0.049400452495707015,3.7022427569044964,220.844482421875
2024-09-13,220.844482421875,222.37301734416337,220.2588759685165,221.91644846858935,36766600,74.0,0.042,0.7184,-0.7906,13.0,36.0,21.0,-0.1212077046253035,2.1141413756468808,214.71047973632807
2024-09-16,214.71047973632807,215.60377723416104,212.32832783334672,214.92882889414332,59357400,138.0,-0.0387,0.8122,-0.9042,34.0,48.0,33.0,-2.7775213662930787,3.275449400814324,215.1769561767578
2024-09-17,215.1769561767578,215.2861383219032,212.90400170360135,214.1447010142284,45519300,80.0,0.0079,0.7717,-0.8271,7.0,40.0,22.0,0.21725834761423535,2.3821366183018426,219.04795837402344
2024-09-18,219.04795837402344,221.0529328037412,215.92138686335736,215.9313221513165,59894900,92.0,0.0479,0.7845,-0.7783,11.0,42.0,19.0,1.7989854796931715,5.13154594038383,227.16709899902344
2024-09-19,227.16709899902344,228.11004268622213,222.95865620671253,223.31597824995185,66781300,95.0,0.0296,0.8221,-0.8126,22.0,42.0,28.0,3.7065584565443066,5.151386479509597,226.5020751953125
2024-09-20,226.5020751953125,231.3556905514529,225.92638886705737,228.2589097535001,318679900,85.0,0.0852,0.8481,-0.8316,15.0,36.0,13.0,-0.29274653180026977,5.42930168439554,224.7849273681641
2024-09-23,224.7849273681641,227.74275012420983,224.12983453268785,225.6484491952208,54146000,126.0,0.3004,0.8221,-0.9081,32.0,47.0,22.0,-0.7581157151287488,3.6129155915219826,225.67823791503903
2024-09-24,225.67823791503903,227.64351653597865,224.0504410184132,226.94871280288092,43556100,86.0,0.0903,0.7351,-0.6597,11.0,39.0,13.0,0.39740678226696247,3.5930755175654383,224.6856689453125
2024-09-25,224.6856689453125,225.59882178569197,222.35316341740716,223.25638097071695,42308700,99.0,0.1874,0.836,-0.4939,14.0,50.0,11.0,-0.4398159870869778,3.2456583682848077,225.8271331787109
2024-09-26,225.8271331787109,226.7998372114188,223.73283210674717,225.60876888531143,36636700,105.0,0.1319,0.8941,-0.6808,21.0,43.0,14.0,0.508027164685898,3.0670051046716367,226.0951232910156
2024-09-27,226.0951232910156,227.81226214161185,225.6087788258606,226.7601514881057,34026000,98.0,0.1201,0.7992,-0.836,10.0,47.0,13.0,0.11867046644595813,2.2034833157512423,231.26634216308597
2024-09-30,231.26634216308597,231.26634216308597,227.94126208675945,228.32835965023517,54541900,123.0,0.0129,0.743,-0.7964,21.0,48.0,36.0,2.2871872673760896,3.3250800763265147,224.52688598632807
2024-10-01,224.52688598632807,227.9412778656533,222.07526286618744,227.81225543239975,63285000,114.0,0.0898,0.7184,-0.9201,19.0,45.0,16.0,-2.9141534880183007,5.866014999465847,225.09263610839844
2024-10-02,225.09263610839844,225.6782425626932,221.360617941662,224.20925878310885,32880600,38.0,0.0572,0.6597,-0.5994,4.0,10.0,4.0,0.25197433242130085,4.3176246210312,223.99090576171875
2024-10-03,223.99090576171875,225.1224230122484,221.65839996957536,223.4648504260935,34044200,101.0,0.0333,0.7783,-0.891,20.0,43.0,25.0,-0.4894564148020919,3.464023042673034,225.1125030517578
2024-10-04,225.1125030517578,226.30357145139808,222.46237094034984,226.20430944090452,37245100,91.0,0.0639,0.7783,-0.802,23.0,35.0,22.0,0.5007334053250379,3.8412005110482426,220.04054260253903
2024-10-07,220.04054260253903,224.0107810468405,219.68322053674163,222.8296326864196,39505400,161.0,0.030000000000000013,0.8834,-0.802,35.0,64.0,38.0,-2.2530780745006584,4.327560510098863,224.0901641845703
2024-10-08,224.0901641845703,224.298593199742,221.58890998571715,222.631100497344,31855700,76.0,0.0344,0.8271,-0.8555,12.0,30.0,17.0,1.8403979258250436,2.7096832140248353,227.8321075439453
2024-10-09,227.8321075439453,228.04055170887608,223.1571606453159,223.554178398676,33591100,111.0,0.1151,0.8225,-0.7351,18.0,41.0,16.0,1.669838287187364,4.883391063560168,227.3358154296875
2024-10-10,227.3358154296875,227.7923994519787,225.47973405841245,226.0851959438118,28183500,79.0,0.0153,0.7506,-0.7579,14.0,28.0,18.0,-0.21783238526293935,2.312665393566249,225.8569183349609
2024-10-11,225.8569183349609,227.70307961960657,225.6484741750507,227.5938974682738,31759200,62.0,0.1275,0.7906,-0.7717,15.0,24.0,9.0,-0.6505341412796461,2.0546054445558752,229.5790100097656
2024-10-14,229.5790100097656,230.0058033150611,226.89910245149323,226.9983493120185,39882100,72.0,0.1227,0.8126,-0.6705,9.0,42.0,21.0,1.6479865670019356,3.106700863567852,232.1100311279297
2024-10-15,232.1100311279297,235.72294688412148,230.64103225198247,231.87181141001133,64751400,24.0,0.0409,0.8126,-0.6705,3.0,14.0,7.0,1.1024619010494119,5.081914632139018,230.0554351806641
2024-10-16,230.0554351806641,230.3929017691756,228.12986736523644,229.8767817438953,34082200,24.0,0.0409,0.8126,-0.6705,3.0,14.0,7.0,-0.8851818843336412,2.263034403939173,230.42266845703125
2024-10-17,230.42266845703125,232.1100316250369,228.80480686495972,231.69314333147315,32993800,24.0,0.0409,0.8126,-0.6705,3.0,14.0,7.0,0.15962816791472711,3.3052247600771807,233.25149536132807
2024-10-18,233.25149536132807,234.4227083661851,232.2688559498539,234.4227083661851,46431500,24.0,0.0409,0.8126,-0.6705,3.0,14.0,7.0,1.2276686678612592,2.1538524163312047,234.7204742431641
2024-10-21,234.7204742431641,235.08773156933623,232.7055796017645,232.7055796017645,36254500,72.0,0.1227,0.8126,-0.6705,9.0,42.0,21.0,0.6297832644375667,2.3821519675717298,234.1050720214844
2024-10-22,234.1050720214844,234.46239402859047,230.8693336731526,232.14972869721717,38846600,24.0,0.0409,0.8126,-0.6705,3.0,14.0,7.0,-0.2621851475309134,3.5930603554378706,229.0430145263672
2024-10-23,229.0430145263672,233.3904297884605,226.06533615951,232.33831918874512,52287000,24.0,0.0409,0.8126,-0.6705,3.0,14.0,7.0,-2.162301504792963,7.325093628950498,228.85446166992188
2024-10-24,228.85446166992188,229.10260155629064,226.710529416834,228.26884002769643,31109500,24.0,0.0409,0.8126,-0.6705,3.0,14.0,7.0,-0.08232202882729744,2.392072139456644,229.6881866455078
2024-10-25,229.6881866455078,231.48471683213373,227.86188088691333,228.0306141764868,38802300,24.0,0.0409,0.8126,-0.6705,3.0,14.0,7.0,0.36430357070704744,3.6228359452204018,231.6633453369141
2024-10-28,231.6633453369141,232.98345108474456,230.81967897982565,231.58395391704408,36087100,72.0,0.1227,0.8126,-0.6705,9.0,42.0,21.0,0.8599304649719253,2.1637721049189054,231.93136596679688
2024-10-29,231.93136596679688,232.5864588417728,230.5914197900792,231.36561495313973,35417200,24.0,0.0409,0.8126,-0.6705,3.0,14.0,7.0,0.1156940168903331,1.9950390516936238,228.387939453125
