date,news_count,avg_sentiment,max_sentiment,min_sentiment,high_impact_count,medium_impact_count,negative_count
2016-03-08,2,0.1591,0.3182,0.0,0,1,0
2016-03-09,3,0.0841,0.5106,-0.2584,1,1,1
2016-03-10,6,0.0615,0.5574,-0.4215,1,3,2
2016-03-11,9,0.0086,0.4404,-0.4404,0,3,1
2016-03-12,4,-0.0796,0.0,-0.3182,0,1,1
2016-03-13,1,-0.5423,-0.5423,-0.5423,1,0,1
2016-03-14,5,0.0705,0.25,0.0,0,2,0
2016-03-16,4,0.175,0.3818,0.0,0,2,0
2016-03-17,1,-0.0258,-0.0258,-0.0258,0,1,1
2016-03-18,3,0.0,0.0,0.0,0,0,0
2016-03-19,1,0.0,0.0,0.0,0,0,0
2016-03-20,2,0.1351,0.296,-0.0258,0,2,1
2016-03-21,2,-0.0476,0.1779,-0.2732,0,2,1
2016-03-22,2,0.247,0.4939,0.0,0,1,0
